,Datum,Tijd (UTC),Temperatuur,Vochtigheid,Luchtdruk,Neerslagintensiteit,Neerslagsom,Windrichting,Windsnelheid,Rukwind,Luchtdruk_Zeeniveau,Globe Temperatuur,Vlinder
4848,2022-09-02,20:00:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4849,2022-09-02,20:05:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4850,2022-09-02,20:10:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4851,2022-09-02,20:15:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4852,2022-09-02,20:20:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4853,2022-09-02,20:25:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4854,2022-09-02,20:30:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4855,2022-09-02,20:35:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4856,2022-09-02,20:40:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4857,2022-09-02,20:45:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4858,2022-09-02,20:50:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4859,2022-09-02,20:55:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4860,2022-09-02,21:00:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4861,2022-09-02,21:05:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4862,2022-09-02,21:10:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4863,2022-09-02,21:15:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4864,2022-09-02,21:20:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4865,2022-09-02,21:25:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4866,2022-09-02,21:30:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4867,2022-09-02,21:35:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4868,2022-09-02,21:40:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4869,2022-09-02,21:45:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4870,2022-09-02,21:50:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4871,2022-09-02,21:55:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4872,2022-09-02,22:00:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4873,2022-09-02,22:05:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4874,2022-09-02,22:10:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4875,2022-09-02,22:15:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4876,2022-09-02,22:20:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4877,2022-09-02,22:25:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4878,2022-09-02,22:30:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4879,2022-09-02,22:35:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4880,2022-09-02,22:40:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4881,2022-09-02,22:45:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4882,2022-09-02,22:50:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4883,2022-09-02,22:55:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4884,2022-09-02,23:00:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4885,2022-09-02,23:05:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4886,2022-09-02,23:10:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4887,2022-09-02,23:15:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4888,2022-09-02,23:20:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4889,2022-09-02,23:25:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4890,2022-09-02,23:30:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4891,2022-09-02,23:35:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4892,2022-09-02,23:40:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4893,2022-09-02,23:45:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4894,2022-09-02,23:50:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4895,2022-09-02,23:55:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4896,2022-09-03,00:00:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4897,2022-09-03,00:05:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4898,2022-09-03,00:10:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4899,2022-09-03,00:15:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4900,2022-09-03,00:20:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4901,2022-09-03,00:25:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4902,2022-09-03,00:30:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4903,2022-09-03,00:35:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4904,2022-09-03,00:40:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4905,2022-09-03,00:45:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4906,2022-09-03,00:50:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4907,2022-09-03,00:55:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4908,2022-09-03,01:00:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4909,2022-09-03,01:05:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4910,2022-09-03,01:10:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4911,2022-09-03,01:15:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4912,2022-09-03,01:20:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4913,2022-09-03,01:25:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4914,2022-09-03,01:30:00,26.6,43,101127,0.0,0.0,225,3.1,8.1,101021.0,27.7,vlinder02
4915,2022-09-03,01:35:00,17.8,43,101065,0.0,0.0,315,0.0,0.0,100963.0,16.7,vlinder02
4916,2022-09-03,01:40:00,17.8,43,101068,0.0,0.0,315,0.0,0.0,100966.0,16.7,vlinder02
4917,2022-09-03,01:45:00,17.7,85,101074,0.0,0.0,315,0.0,0.0,100972.0,16.6,vlinder02
4918,2022-09-03,01:50:00,17.7,86,101067,0.0,0.0,315,0.0,0.0,100965.0,16.7,vlinder02
4919,2022-09-03,01:55:00,17.8,86,101084,0.0,0.0,315,0.0,0.0,100982.0,16.9,vlinder02
4920,2022-09-03,02:00:00,17.8,86,101067,0.0,0.0,315,0.0,0.0,100965.0,16.9,vlinder02
4921,2022-09-03,02:05:00,17.8,86,101083,0.0,0.0,315,0.0,0.0,100981.0,16.8,vlinder02
4922,2022-09-03,02:10:00,17.8,86,101073,0.0,0.0,315,0.2,1.6,100971.0,16.8,vlinder02
4923,2022-09-03,02:15:00,17.8,86,101076,0.0,0.0,315,0.1,1.6,100974.0,16.6,vlinder02
4924,2022-09-03,02:20:00,17.7,86,101080,0.0,0.0,315,0.0,0.0,100978.0,16.4,vlinder02
4925,2022-09-03,02:25:00,17.7,86,101078,0.0,0.0,315,0.0,0.0,100976.0,16.4,vlinder02
4926,2022-09-03,02:30:00,17.6,86,101079,0.0,0.0,315,0.0,0.0,100977.0,16.4,vlinder02
4927,2022-09-03,02:35:00,17.6,86,101080,0.0,0.0,315,0.0,0.0,100978.0,16.4,vlinder02
4928,2022-09-03,02:40:00,17.5,86,101082,0.0,0.0,315,0.0,0.0,100980.0,16.4,vlinder02
4929,2022-09-03,02:45:00,17.5,86,101075,0.0,0.0,315,0.0,0.0,100973.0,16.4,vlinder02
4930,2022-09-03,02:50:00,17.5,87,101080,0.0,0.0,315,0.0,0.0,100978.0,16.4,vlinder02
4931,2022-09-03,02:55:00,17.5,87,101071,0.0,0.0,315,0.0,0.0,100969.0,16.6,vlinder02
4932,2022-09-03,03:00:00,17.5,86,101079,0.0,0.0,315,0.0,0.0,100977.0,16.6,vlinder02
4933,2022-09-03,03:05:00,17.5,86,101072,0.0,0.0,315,0.0,0.0,100970.0,16.6,vlinder02
4934,2022-09-03,03:10:00,17.5,86,101075,0.0,0.0,315,0.0,0.0,100973.0,16.6,vlinder02
4935,2022-09-03,03:15:00,17.5,86,101080,0.0,0.0,315,0.0,0.0,100978.0,16.6,vlinder02
4936,2022-09-03,03:20:00,17.5,86,101076,0.0,0.0,315,0.0,0.0,100974.0,16.6,vlinder02
4937,2022-09-03,03:25:00,17.5,86,101070,0.0,0.0,315,0.0,0.0,100968.0,16.6,vlinder02
4938,2022-09-03,03:30:00,17.5,86,101080,0.0,0.0,315,0.0,0.0,100978.0,16.6,vlinder02
4939,2022-09-03,03:35:00,17.5,86,101063,0.0,0.0,315,0.0,0.0,100961.0,16.6,vlinder02
4940,2022-09-03,03:40:00,17.5,86,101068,0.0,0.0,315,0.0,0.0,100966.0,16.6,vlinder02
4941,2022-09-03,03:45:00,17.5,86,101082,0.0,0.0,315,0.0,0.0,100980.0,16.6,vlinder02
4942,2022-09-03,03:50:00,17.6,86,101075,0.0,0.0,315,0.1,3.2,100973.0,16.6,vlinder02
4943,2022-09-03,03:55:00,17.6,86,101079,0.0,0.0,305,0.0,1.6,100977.0,16.7,vlinder02
4944,2022-09-03,04:00:00,17.6,86,101080,0.0,0.0,305,0.7,3.2,100978.0,16.8,vlinder02
4945,2022-09-03,04:05:00,17.6,85,101091,0.0,0.0,295,0.7,4.8,100989.0,16.8,vlinder02
4946,2022-09-03,04:10:00,17.6,85,101101,0.0,0.0,215,0.7,4.8,100999.0,17.1,vlinder02
4947,2022-09-03,04:15:00,17.7,85,101102,0.0,0.0,215,0.8,6.4,101000.0,17.0,vlinder02
4948,2022-09-03,04:20:00,17.7,85,101098,0.0,0.0,195,0.6,6.4,100996.0,16.6,vlinder02
4949,2022-09-03,04:25:00,17.8,85,101083,0.2,0.2,185,1.1,4.8,100981.0,16.4,vlinder02
4950,2022-09-03,04:30:00,17.8,86,101071,0.0,0.2,175,0.2,4.8,100969.0,16.2,vlinder02
4951,2022-09-03,04:35:00,17.7,86,101065,0.0,0.2,175,0.0,0.0,100963.0,16.0,vlinder02
4952,2022-09-03,04:40:00,17.7,87,101067,0.0,0.2,175,0.0,0.0,100965.0,15.8,vlinder02
4953,2022-09-03,04:45:00,17.6,87,101069,0.0,0.2,185,0.0,0.0,100967.0,15.8,vlinder02
4954,2022-09-03,04:50:00,17.5,88,101064,0.0,0.2,185,0.0,0.0,100962.0,15.9,vlinder02
4955,2022-09-03,04:55:00,17.4,88,101061,0.0,0.2,185,0.0,0.0,100959.0,16.0,vlinder02
4956,2022-09-03,05:00:00,17.3,89,101063,0.0,0.2,185,0.0,0.0,100961.0,15.9,vlinder02
4957,2022-09-03,05:05:00,17.3,89,101072,0.0,0.2,185,0.0,0.0,100970.0,15.9,vlinder02
4958,2022-09-03,05:10:00,17.2,89,101065,0.0,0.2,185,0.0,0.0,100963.0,15.9,vlinder02
4959,2022-09-03,05:15:00,17.2,90,101070,0.0,0.2,185,0.1,3.2,100968.0,15.9,vlinder02
4960,2022-09-03,05:20:00,17.3,90,101074,0.0,0.2,185,0.1,1.6,100972.0,16.1,vlinder02
4961,2022-09-03,05:25:00,17.3,90,101072,0.0,0.2,185,0.0,0.0,100970.0,16.1,vlinder02
4962,2022-09-03,05:30:00,17.3,90,101069,0.0,0.2,185,0.0,0.0,100967.0,16.2,vlinder02
4963,2022-09-03,05:35:00,17.3,90,101072,0.0,0.2,175,0.6,4.8,100970.0,16.2,vlinder02
4964,2022-09-03,05:40:00,17.3,90,101074,0.0,0.2,175,0.0,0.0,100972.0,16.3,vlinder02
4965,2022-09-03,05:45:00,17.4,90,101072,0.0,0.2,175,0.1,3.2,100970.0,16.4,vlinder02
4966,2022-09-03,05:50:00,17.4,90,101074,0.0,0.2,175,0.1,1.6,100972.0,16.6,vlinder02
4967,2022-09-03,05:55:00,17.4,90,101083,0.0,0.2,175,0.4,3.2,100981.0,16.6,vlinder02
4968,2022-09-03,06:00:00,17.5,89,101085,0.0,0.2,175,0.0,0.0,100983.0,16.6,vlinder02
4969,2022-09-03,06:05:00,17.5,89,101087,0.0,0.2,175,0.0,0.0,100985.0,16.7,vlinder02
4970,2022-09-03,06:10:00,17.5,89,101091,0.0,0.2,175,0.0,0.0,100989.0,17.1,vlinder02
4971,2022-09-03,06:15:00,17.6,90,101087,0.0,0.2,175,0.0,0.0,100985.0,17.3,vlinder02
4972,2022-09-03,06:20:00,17.6,90,101091,0.0,0.2,175,0.0,0.0,100989.0,17.5,vlinder02
4973,2022-09-03,06:25:00,17.6,90,101094,0.0,0.2,175,0.0,0.0,100992.0,17.7,vlinder02
4974,2022-09-03,06:30:00,17.7,90,101099,0.0,0.2,175,0.0,0.0,100997.0,18.2,vlinder02
4975,2022-09-03,06:35:00,17.7,89,101095,0.0,0.2,175,0.0,0.0,100993.0,18.6,vlinder02
4976,2022-09-03,06:40:00,17.7,89,101104,0.0,0.2,175,0.0,0.0,101002.0,18.9,vlinder02
4977,2022-09-03,06:45:00,17.8,88,101093,0.0,0.2,175,0.0,0.0,100991.0,19.0,vlinder02
4978,2022-09-03,06:50:00,17.9,88,101096,0.0,0.2,175,0.0,0.0,100994.0,19.1,vlinder02
4979,2022-09-03,06:55:00,17.9,88,101100,0.0,0.2,175,0.0,0.0,100998.0,19.1,vlinder02
4980,2022-09-03,07:00:00,18.0,87,101103,0.0,0.2,175,0.0,0.0,101001.0,19.4,vlinder02
4981,2022-09-03,07:05:00,18.0,87,101096,0.0,0.2,175,0.6,4.8,100994.0,19.6,vlinder02
4982,2022-09-03,07:10:00,18.1,87,101105,0.0,0.2,175,1.1,4.8,101003.0,19.7,vlinder02
4983,2022-09-03,07:15:00,18.1,86,101107,0.0,0.2,175,0.3,4.8,101005.0,19.9,vlinder02
4984,2022-09-03,07:20:00,18.2,86,101102,0.0,0.2,185,0.4,3.2,101000.0,20.1,vlinder02
4985,2022-09-03,07:25:00,18.3,86,101103,0.0,0.2,185,0.3,3.2,101000.0,20.2,vlinder02
4986,2022-09-03,07:30:00,18.3,86,101102,0.0,0.2,185,0.9,3.2,100999.0,20.6,vlinder02
4987,2022-09-03,07:35:00,18.4,85,101098,0.0,0.2,185,0.9,4.8,100995.0,20.8,vlinder02
4988,2022-09-03,07:40:00,18.5,85,101103,0.0,0.2,185,0.5,4.8,101000.0,21.3,vlinder02
4989,2022-09-03,07:45:00,18.6,85,101106,0.0,0.2,185,0.0,0.0,101003.0,21.7,vlinder02
4990,2022-09-03,07:50:00,18.7,85,101112,0.0,0.2,185,0.6,3.2,101009.0,21.9,vlinder02
4991,2022-09-03,07:55:00,18.8,84,101120,0.0,0.2,185,0.6,4.8,101017.0,21.9,vlinder02
4992,2022-09-03,08:00:00,18.9,84,101113,0.0,0.2,185,0.8,3.2,101010.0,22.2,vlinder02
4993,2022-09-03,08:05:00,19.1,84,101120,0.0,0.2,145,2.8,6.4,101017.0,22.6,vlinder02
4994,2022-09-03,08:10:00,19.1,84,101121,0.0,0.2,145,1.3,6.4,101018.0,22.9,vlinder02
4995,2022-09-03,08:15:00,19.2,84,101119,0.0,0.2,145,2.0,6.4,101016.0,24.2,vlinder02
4996,2022-09-03,08:20:00,19.3,83,101123,0.0,0.2,135,2.0,6.4,101020.0,24.9,vlinder02
4997,2022-09-03,08:25:00,19.5,83,101128,0.0,0.2,135,2.3,8.1,101025.0,25.7,vlinder02
4998,2022-09-03,08:30:00,19.6,82,101127,0.0,0.2,135,2.7,9.7,101024.0,26.0,vlinder02
4999,2022-09-03,08:35:00,19.7,82,101126,0.0,0.2,185,1.8,8.1,101023.0,26.1,vlinder02
5000,2022-09-03,08:40:00,19.9,82,101130,0.0,0.2,185,0.3,3.2,101027.0,27.0,vlinder02
5001,2022-09-03,08:45:00,20.0,81,101139,0.0,0.2,175,2.0,6.4,101036.0,27.5,vlinder02
5002,2022-09-03,08:50:00,20.1,81,101146,0.0,0.2,145,2.8,6.4,101043.0,27.0,vlinder02
5003,2022-09-03,08:55:00,20.2,81,101141,0.0,0.2,145,1.8,6.4,101038.0,31.1,vlinder02
5004,2022-09-03,09:00:00,20.4,80,101144,0.0,0.2,125,3.4,6.4,101041.0,31.4,vlinder02
5005,2022-09-03,09:05:00,20.5,80,101140,0.0,0.2,125,0.8,4.8,101037.0,28.8,vlinder02
5006,2022-09-03,09:10:00,20.6,80,101147,0.0,0.2,135,1.0,4.8,101044.0,29.8,vlinder02
5007,2022-09-03,09:15:00,20.8,80,101144,0.0,0.2,135,2.2,9.7,101040.0,30.6,vlinder02
5008,2022-09-03,09:20:00,20.9,79,101162,0.0,0.2,215,1.6,4.8,101058.0,29.4,vlinder02
5009,2022-09-03,09:25:00,21.0,79,101152,0.0,0.2,205,1.8,4.8,101048.0,28.2,vlinder02
5010,2022-09-03,09:30:00,21.0,79,101154,0.0,0.2,175,2.3,4.8,101050.0,28.5,vlinder02
5011,2022-09-03,09:35:00,21.1,79,101155,0.0,0.2,185,1.1,6.4,101051.0,28.9,vlinder02
5012,2022-09-03,09:40:00,21.1,79,101143,0.0,0.2,175,1.4,6.4,101039.0,29.7,vlinder02
5013,2022-09-03,09:45:00,21.3,79,101151,0.0,0.2,125,2.9,6.4,101047.0,29.8,vlinder02
5014,2022-09-03,09:50:00,21.4,78,101139,0.0,0.2,145,3.4,8.1,101035.0,28.9,vlinder02
5015,2022-09-03,09:55:00,21.4,78,101145,0.0,0.2,225,2.2,8.1,101041.0,29.8,vlinder02
5016,2022-09-03,10:00:00,21.6,78,101151,0.0,0.2,155,2.1,9.7,101047.0,30.9,vlinder02
5017,2022-09-03,10:05:00,21.7,78,101147,0.0,0.2,155,1.8,4.8,101043.0,31.0,vlinder02
5018,2022-09-03,10:10:00,21.9,76,101154,0.0,0.2,155,0.9,4.8,101050.0,33.1,vlinder02
5019,2022-09-03,10:15:00,22.2,76,101156,0.0,0.2,255,1.8,6.4,101052.0,32.5,vlinder02
5020,2022-09-03,10:20:00,22.4,75,101146,0.0,0.2,165,1.6,6.4,101042.0,33.0,vlinder02
5021,2022-09-03,10:25:00,22.5,75,101152,0.0,0.2,115,3.6,9.7,101048.0,31.7,vlinder02
5022,2022-09-03,10:30:00,22.6,74,101147,0.0,0.2,245,2.7,8.1,101043.0,32.8,vlinder02
5023,2022-09-03,10:35:00,22.8,72,101139,0.0,0.2,235,3.5,9.7,101035.0,33.9,vlinder02
5024,2022-09-03,10:40:00,23.0,70,101144,0.0,0.2,275,4.5,9.7,101040.0,33.8,vlinder02
5025,2022-09-03,10:45:00,23.1,69,101146,0.0,0.2,275,2.9,6.4,101042.0,35.6,vlinder02
5026,2022-09-03,10:50:00,23.4,69,101139,0.0,0.2,255,2.4,4.8,101034.0,36.5,vlinder02
5027,2022-09-03,10:55:00,23.5,68,101147,0.0,0.2,275,3.7,8.1,101042.0,36.2,vlinder02
5028,2022-09-03,11:00:00,23.7,68,101141,0.0,0.2,285,2.5,9.7,101036.0,35.6,vlinder02
5029,2022-09-03,11:05:00,23.7,67,101143,0.0,0.2,265,2.7,6.4,101038.0,34.6,vlinder02
5030,2022-09-03,11:10:00,23.8,68,101141,0.0,0.2,265,3.3,9.7,101036.0,35.0,vlinder02
5031,2022-09-03,11:15:00,23.9,67,101141,0.0,0.2,275,2.3,8.1,101036.0,34.6,vlinder02
5032,2022-09-03,11:20:00,23.9,66,101132,0.0,0.2,275,3.1,8.1,101027.0,36.4,vlinder02
5033,2022-09-03,11:25:00,24.0,66,101138,0.0,0.2,235,2.1,6.4,101033.0,36.9,vlinder02
5034,2022-09-03,11:30:00,24.1,65,101141,0.0,0.2,275,2.0,6.4,101036.0,35.8,vlinder02
5035,2022-09-03,11:35:00,24.2,65,101131,0.0,0.2,265,4.4,8.1,101026.0,36.4,vlinder02
5036,2022-09-03,11:40:00,24.2,65,101125,0.0,0.2,255,3.3,9.7,101020.0,36.6,vlinder02
5037,2022-09-03,11:45:00,24.3,66,101129,0.0,0.2,295,3.6,8.1,101024.0,35.8,vlinder02
5038,2022-09-03,11:50:00,24.5,65,101127,0.0,0.2,275,1.8,6.4,101022.0,34.6,vlinder02
5039,2022-09-03,11:55:00,24.5,65,101118,0.0,0.2,235,1.5,6.4,101013.0,36.2,vlinder02
5040,2022-09-03,12:00:00,24.6,64,101109,0.0,0.2,245,3.2,9.7,101004.0,38.1,vlinder02
5041,2022-09-03,12:05:00,24.6,63,101113,0.0,0.2,265,3.8,9.7,101008.0,35.9,vlinder02
5042,2022-09-03,12:10:00,24.7,63,101114,0.0,0.2,235,4.5,9.7,101009.0,34.1,vlinder02
5043,2022-09-03,12:15:00,24.6,63,101119,0.0,0.2,215,2.7,8.1,101014.0,33.9,vlinder02
5044,2022-09-03,12:20:00,24.6,64,101125,0.0,0.2,255,3.3,8.1,101020.0,33.6,vlinder02
5045,2022-09-03,12:25:00,24.6,64,101119,0.0,0.2,235,2.1,9.7,101014.0,34.2,vlinder02
5046,2022-09-03,12:30:00,24.6,64,101119,0.0,0.2,255,1.8,6.4,101014.0,32.5,vlinder02
5047,2022-09-03,12:35:00,24.6,65,101121,0.0,0.2,255,2.1,8.1,101016.0,33.6,vlinder02
5048,2022-09-03,12:40:00,24.8,65,101123,0.0,0.2,185,3.2,11.3,101018.0,36.6,vlinder02
5049,2022-09-03,12:45:00,24.9,64,101114,0.0,0.2,265,2.9,8.1,101009.0,32.2,vlinder02
5050,2022-09-03,12:50:00,24.9,65,101108,0.0,0.2,205,2.0,8.1,101003.0,40.1,vlinder02
5051,2022-09-03,12:55:00,25.1,63,101101,0.0,0.2,275,4.1,9.7,100996.0,37.3,vlinder02
5052,2022-09-03,13:00:00,25.0,62,101113,0.0,0.2,295,3.0,8.1,101008.0,29.6,vlinder02
5053,2022-09-03,13:05:00,24.8,62,101107,0.0,0.2,275,1.5,4.8,101002.0,29.0,vlinder02
5054,2022-09-03,13:10:00,24.8,63,101115,0.0,0.2,275,2.4,4.8,101010.0,32.1,vlinder02
5055,2022-09-03,13:15:00,24.9,62,101117,0.0,0.2,275,4.5,11.3,101012.0,37.2,vlinder02
5056,2022-09-03,13:20:00,25.2,62,101111,0.0,0.2,275,5.0,9.7,101006.0,38.3,vlinder02
5057,2022-09-03,13:25:00,25.3,61,101107,0.0,0.2,305,4.0,9.7,101002.0,33.1,vlinder02
5058,2022-09-03,13:30:00,25.1,61,101120,0.0,0.2,225,4.1,9.7,101015.0,29.1,vlinder02
5059,2022-09-03,13:35:00,25.0,63,101115,0.0,0.2,245,1.3,4.8,101010.0,34.9,vlinder02
5060,2022-09-03,13:40:00,25.2,62,101121,0.0,0.2,255,4.0,8.1,101016.0,38.2,vlinder02
5061,2022-09-03,13:45:00,25.5,61,101106,0.0,0.2,235,2.0,6.4,101001.0,37.6,vlinder02
5062,2022-09-03,13:50:00,25.7,61,101104,0.0,0.2,165,2.1,6.4,100999.0,43.0,vlinder02
5063,2022-09-03,13:55:00,25.8,60,101103,0.0,0.2,165,2.0,6.4,100998.0,35.5,vlinder02
5064,2022-09-03,14:00:00,25.7,60,101108,0.0,0.2,215,2.0,6.4,101003.0,31.1,vlinder02
5065,2022-09-03,14:05:00,25.5,61,101110,0.0,0.2,145,1.6,4.8,101005.0,30.4,vlinder02
5066,2022-09-03,14:10:00,25.3,62,101098,0.0,0.2,135,4.0,8.1,100993.0,31.0,vlinder02
5067,2022-09-03,14:15:00,25.2,62,101102,0.0,0.2,135,1.9,4.8,100997.0,36.1,vlinder02
5068,2022-09-03,14:20:00,25.5,62,101089,0.0,0.2,165,2.5,6.4,100984.0,41.9,vlinder02
5069,2022-09-03,14:25:00,25.9,61,101087,0.0,0.2,45,2.4,4.8,100981.0,43.9,vlinder02
5070,2022-09-03,14:30:00,26.1,58,101095,0.0,0.2,285,3.4,9.7,100989.0,35.7,vlinder02
5071,2022-09-03,14:35:00,26.1,56,101095,0.0,0.2,265,3.4,9.7,100989.0,34.2,vlinder02
5072,2022-09-03,14:40:00,26.1,57,101089,0.0,0.2,205,3.3,9.7,100983.0,35.9,vlinder02
5073,2022-09-03,14:45:00,26.4,56,101093,0.0,0.2,295,4.8,14.5,100987.0,42.1,vlinder02
5074,2022-09-03,14:50:00,26.5,55,101094,0.0,0.2,275,5.2,14.5,100988.0,38.1,vlinder02
5075,2022-09-03,14:55:00,26.5,55,101108,0.0,0.2,285,2.8,8.1,101002.0,37.3,vlinder02
5076,2022-09-03,15:00:00,26.5,55,101109,0.0,0.2,295,3.2,11.3,101003.0,32.2,vlinder02
5077,2022-09-03,15:05:00,26.1,54,101110,0.0,0.2,235,6.6,16.1,101004.0,30.2,vlinder02
5078,2022-09-03,15:10:00,25.9,56,101102,0.0,0.2,285,2.8,8.1,100996.0,29.8,vlinder02
5079,2022-09-03,15:15:00,25.8,57,101108,0.0,0.2,295,2.9,11.3,101003.0,32.3,vlinder02
5080,2022-09-03,15:20:00,25.8,58,101116,0.0,0.2,275,4.1,11.3,101011.0,32.1,vlinder02
5081,2022-09-03,15:25:00,25.9,57,101122,0.0,0.2,305,5.8,11.3,101017.0,36.2,vlinder02
5082,2022-09-03,15:30:00,25.9,58,101109,0.0,0.2,235,3.9,11.3,101003.0,36.4,vlinder02
5083,2022-09-03,15:35:00,26.0,58,101108,0.0,0.2,295,4.0,12.9,101002.0,34.1,vlinder02
5084,2022-09-03,15:40:00,25.9,59,101110,0.0,0.2,255,1.2,6.4,101004.0,32.0,vlinder02
5085,2022-09-03,15:45:00,25.8,58,101112,0.0,0.2,275,3.0,8.1,101007.0,29.9,vlinder02
5086,2022-09-03,15:50:00,25.6,58,101111,0.0,0.2,275,1.2,4.8,101006.0,28.8,vlinder02
