,Datum,Tijd (UTC),Temperatuur,Vochtigheid,Luchtdruk,Neerslagintensiteit,Neerslagsom,Windrichting,Windsnelheid,Rukwind,Luchtdruk_Zeeniveau,Globe Temperatuur,Vlinder
0,2022-09-01,00:00:00,18.8,65,101739,0.0,0.0,65,5.6,11.3,102005.0,,vlinder01
1,2022-09-01,00:05:00,18.8,65,101731,0.0,0.0,75,5.5,12.9,101997.0,,vlinder01
2,2022-09-01,00:10:00,18.8,65,101736,0.0,0.0,75,5.1,11.3,102002.0,,vlinder01
3,2022-09-01,00:15:00,18.7,65,101736,0.0,0.0,85,6.0,12.9,102002.0,,vlinder01
4,2022-09-01,00:20:00,18.7,65,101733,0.0,0.0,65,5.0,11.3,101999.0,,vlinder01
5,2022-09-01,00:25:00,18.7,65,101746,0.0,0.0,85,6.3,11.3,102013.0,,vlinder01
6,2022-09-01,00:30:00,18.7,65,101732,0.0,0.0,85,5.4,9.7,101999.0,,vlinder01
7,2022-09-01,00:35:00,18.6,65,101736,0.0,0.0,85,4.8,8.1,102003.0,,vlinder01
8,2022-09-01,00:40:00,18.6,65,101739,0.0,0.0,65,3.5,8.1,102006.0,,vlinder01
9,2022-09-01,00:45:00,18.6,65,101734,0.0,0.0,55,3.1,6.4,102001.0,,vlinder01
10,2022-09-01,00:50:00,18.5,65,101736,0.0,0.0,55,3.8,8.1,102003.0,,vlinder01
11,2022-09-01,00:55:00,18.4,65,101738,0.0,0.0,45,5.6,8.1,102005.0,,vlinder01
12,2022-09-01,01:00:00,18.4,65,101736,0.0,0.0,55,5.1,8.1,102003.0,,vlinder01
13,2022-09-01,01:05:00,18.3,66,101734,0.0,0.0,45,5.2,8.1,102001.0,,vlinder01
14,2022-09-01,01:10:00,18.2,66,101724,0.0,0.0,45,6.3,11.3,101991.0,,vlinder01
15,2022-09-01,01:15:00,18.1,66,101725,0.0,0.0,45,6.3,11.3,101992.0,,vlinder01
16,2022-09-01,01:20:00,18.0,66,101736,0.0,0.0,45,6.9,11.3,102003.0,,vlinder01
17,2022-09-01,01:25:00,18.0,65,101725,0.0,0.0,45,5.9,12.9,101992.0,,vlinder01
18,2022-09-01,01:30:00,18.0,65,101736,0.0,0.0,55,7.1,12.9,102003.0,,vlinder01
19,2022-09-01,01:35:00,17.9,65,101732,0.0,0.0,55,5.1,11.3,101999.0,,vlinder01
20,2022-09-01,01:40:00,17.8,65,101729,0.0,0.0,45,5.2,9.7,101996.0,,vlinder01
21,2022-09-01,01:45:00,17.7,65,101732,0.0,0.0,45,3.3,6.4,101999.0,,vlinder01
22,2022-09-01,01:50:00,17.5,66,101728,0.0,0.0,45,4.4,8.1,101995.0,,vlinder01
23,2022-09-01,01:55:00,17.3,67,101727,0.0,0.0,45,5.6,9.7,101994.0,,vlinder01
24,2022-09-01,02:00:00,17.1,68,101723,0.0,0.0,45,5.7,9.7,101990.0,,vlinder01
25,2022-09-01,02:05:00,17.0,69,101727,0.0,0.0,45,4.7,9.7,101995.0,,vlinder01
26,2022-09-01,02:10:00,16.8,69,101732,0.0,0.0,55,4.0,8.1,102000.0,,vlinder01
27,2022-09-01,02:15:00,16.8,69,101725,0.0,0.0,75,3.3,8.1,101993.0,,vlinder01
28,2022-09-01,02:20:00,16.8,69,101724,0.0,0.0,65,3.6,8.1,101992.0,,vlinder01
29,2022-09-01,02:25:00,16.8,69,101720,0.0,0.0,65,3.9,8.1,101988.0,,vlinder01
30,2022-09-01,02:30:00,16.8,69,101720,0.0,0.0,75,4.6,9.7,101988.0,,vlinder01
31,2022-09-01,02:35:00,16.7,69,101718,0.0,0.0,65,4.5,8.1,101986.0,,vlinder01
32,2022-09-01,02:40:00,16.8,69,101720,0.0,0.0,75,2.6,6.4,101988.0,,vlinder01
33,2022-09-01,02:45:00,16.7,69,101721,0.0,0.0,75,2.5,6.4,101989.0,,vlinder01
34,2022-09-01,02:50:00,16.7,69,101717,0.0,0.0,75,3.5,6.4,101985.0,,vlinder01
35,2022-09-01,02:55:00,16.7,68,101712,0.0,0.0,65,3.1,4.8,101980.0,,vlinder01
36,2022-09-01,03:00:00,16.8,68,101704,0.0,0.0,55,3.7,6.4,101972.0,,vlinder01
37,2022-09-01,03:05:00,16.8,68,101705,0.0,0.0,65,3.8,9.7,101973.0,,vlinder01
38,2022-09-01,03:10:00,16.8,68,101699,0.0,0.0,55,4.0,8.1,101967.0,,vlinder01
39,2022-09-01,03:15:00,16.9,68,101702,0.0,0.0,75,3.5,6.4,101970.0,,vlinder01
40,2022-09-01,03:20:00,16.9,67,101699,0.0,0.0,45,3.6,9.7,101967.0,,vlinder01
41,2022-09-01,03:25:00,16.9,67,101702,0.0,0.0,45,3.9,9.7,101970.0,,vlinder01
42,2022-09-01,03:30:00,16.9,67,101701,0.0,0.0,55,3.1,6.4,101969.0,,vlinder01
43,2022-09-01,03:35:00,16.8,67,101691,0.0,0.0,55,3.4,8.1,101959.0,,vlinder01
44,2022-09-01,03:40:00,16.8,67,101691,0.0,0.0,55,3.2,6.4,101959.0,,vlinder01
45,2022-09-01,03:45:00,16.7,67,101692,0.0,0.0,55,2.5,6.4,101960.0,,vlinder01
46,2022-09-01,03:50:00,16.7,67,101698,0.0,0.0,65,2.8,6.4,101966.0,,vlinder01
47,2022-09-01,03:55:00,16.6,67,101692,0.0,0.0,75,3.7,8.1,101960.0,,vlinder01
48,2022-09-01,04:00:00,16.6,67,101696,0.0,0.0,65,3.5,11.3,101964.0,,vlinder01
49,2022-09-01,04:05:00,16.4,67,101696,0.0,0.0,75,4.0,6.4,101964.0,,vlinder01
50,2022-09-01,04:10:00,16.3,68,101698,0.0,0.0,65,4.8,9.7,101966.0,,vlinder01
51,2022-09-01,04:15:00,16.2,68,101696,0.0,0.0,85,4.3,9.7,101964.0,,vlinder01
52,2022-09-01,04:20:00,16.0,68,101703,0.0,0.0,85,3.8,8.1,101971.0,,vlinder01
53,2022-09-01,04:25:00,15.9,69,101698,0.0,0.0,85,3.5,6.4,101966.0,,vlinder01
54,2022-09-01,04:30:00,15.8,69,101698,0.0,0.0,75,2.5,6.4,101966.0,,vlinder01
55,2022-09-01,04:35:00,15.7,69,101703,0.0,0.0,65,2.7,4.8,101971.0,,vlinder01
56,2022-09-01,04:40:00,15.6,69,101707,0.0,0.0,65,2.2,4.8,101975.0,,vlinder01
57,2022-09-01,04:45:00,15.5,69,101697,0.0,0.0,65,1.9,4.8,101965.0,,vlinder01
58,2022-09-01,04:50:00,15.4,70,101705,0.0,0.0,65,2.1,4.8,101973.0,,vlinder01
59,2022-09-01,04:55:00,15.3,70,101697,0.0,0.0,65,3.0,6.4,101966.0,,vlinder01
60,2022-09-01,05:00:00,15.2,71,101691,0.0,0.0,45,2.4,8.1,101960.0,,vlinder01
61,2022-09-01,05:05:00,15.1,71,101689,0.0,0.0,45,1.6,4.8,101958.0,,vlinder01
62,2022-09-01,05:10:00,15.0,72,101694,0.0,0.0,45,2.2,4.8,101963.0,,vlinder01
63,2022-09-01,05:15:00,14.9,72,101686,0.0,0.0,45,1.9,4.8,101955.0,,vlinder01
64,2022-09-01,05:20:00,14.9,72,101694,0.0,0.0,55,1.9,6.4,101963.0,,vlinder01
65,2022-09-01,05:25:00,14.9,72,101693,0.0,0.0,55,2.0,6.4,101962.0,,vlinder01
66,2022-09-01,05:30:00,14.9,72,101683,0.0,0.0,55,2.3,6.4,101952.0,,vlinder01
67,2022-09-01,05:35:00,15.0,72,101690,0.0,0.0,55,2.4,6.4,101959.0,,vlinder01
68,2022-09-01,05:40:00,15.0,72,101689,0.0,0.0,55,2.0,4.8,101958.0,,vlinder01
69,2022-09-01,05:45:00,15.1,72,101688,0.0,0.0,55,1.4,4.8,101957.0,,vlinder01
70,2022-09-01,05:50:00,15.2,72,101686,0.0,0.0,65,2.3,4.8,101955.0,,vlinder01
71,2022-09-01,05:55:00,15.3,72,101700,0.0,0.0,65,2.7,4.8,101969.0,,vlinder01
72,2022-09-01,06:00:00,15.4,72,101700,0.0,0.0,65,2.2,4.8,101968.0,,vlinder01
73,2022-09-01,06:05:00,15.6,72,101703,0.0,0.0,65,2.6,6.4,101971.0,,vlinder01
74,2022-09-01,06:10:00,15.6,71,101704,0.0,0.0,65,3.1,8.1,101972.0,,vlinder01
75,2022-09-01,06:15:00,15.7,71,101703,0.0,0.0,65,4.0,8.1,101971.0,,vlinder01
76,2022-09-01,06:20:00,15.8,71,101697,0.0,0.0,55,3.7,8.1,101965.0,,vlinder01
77,2022-09-01,06:25:00,15.9,71,101695,0.0,0.0,75,4.9,8.1,101963.0,,vlinder01
78,2022-09-01,06:30:00,15.9,70,101689,0.0,0.0,85,5.9,11.3,101957.0,,vlinder01
79,2022-09-01,06:35:00,15.9,70,101695,0.0,0.0,75,6.1,11.3,101963.0,,vlinder01
80,2022-09-01,06:40:00,16.0,70,101691,0.0,0.0,95,5.6,9.7,101959.0,,vlinder01
81,2022-09-01,06:45:00,16.2,70,101696,0.0,0.0,85,7.1,12.9,101964.0,,vlinder01
82,2022-09-01,06:50:00,16.2,69,101701,0.0,0.0,85,6.3,11.3,101969.0,,vlinder01
83,2022-09-01,06:55:00,16.3,69,101706,0.0,0.0,85,6.4,9.7,101974.0,,vlinder01
84,2022-09-01,07:00:00,16.4,69,101703,0.0,0.0,95,8.0,11.3,101971.0,,vlinder01
85,2022-09-01,07:05:00,16.5,69,101708,0.0,0.0,85,6.3,11.3,101976.0,,vlinder01
86,2022-09-01,07:10:00,16.7,69,101721,0.0,0.0,75,5.6,11.3,101989.0,,vlinder01
87,2022-09-01,07:15:00,17.0,69,101724,0.0,0.0,85,6.8,11.3,101992.0,,vlinder01
88,2022-09-01,07:20:00,17.1,68,101728,0.0,0.0,85,7.6,12.9,101995.0,,vlinder01
89,2022-09-01,07:25:00,17.2,68,101728,0.0,0.0,95,5.7,9.7,101995.0,,vlinder01
90,2022-09-01,07:30:00,17.5,68,101724,0.0,0.0,105,7.2,12.9,101991.0,,vlinder01
91,2022-09-01,07:35:00,17.7,67,101733,0.0,0.0,75,7.7,12.9,102000.0,,vlinder01
92,2022-09-01,07:40:00,17.8,67,101727,0.0,0.0,85,7.6,17.7,101994.0,,vlinder01
93,2022-09-01,07:45:00,18.0,67,101734,0.0,0.0,95,8.6,16.1,102001.0,,vlinder01
94,2022-09-01,07:50:00,18.2,67,101729,0.0,0.0,115,6.8,11.3,101996.0,,vlinder01
95,2022-09-01,07:55:00,18.4,66,101731,0.0,0.0,95,8.0,14.5,101998.0,,vlinder01
96,2022-09-01,08:00:00,18.6,66,101741,0.0,0.0,105,8.9,12.9,102008.0,,vlinder01
97,2022-09-01,08:05:00,18.7,66,101737,0.0,0.0,85,8.0,12.9,102004.0,,vlinder01
98,2022-09-01,08:10:00,18.8,66,101735,0.0,0.0,85,6.8,9.7,102001.0,,vlinder01
99,2022-09-01,08:15:00,18.9,65,101738,0.0,0.0,75,7.2,12.9,102004.0,,vlinder01
100,2022-09-01,08:20:00,19.1,65,101734,0.0,0.0,75,6.7,12.9,102000.0,,vlinder01
101,2022-09-01,08:25:00,19.4,65,101733,0.0,0.0,95,6.5,12.9,101999.0,,vlinder01
102,2022-09-01,08:30:00,19.7,64,101736,0.0,0.0,75,7.4,14.5,102002.0,,vlinder01
103,2022-09-01,08:35:00,19.9,64,101726,0.0,0.0,55,6.6,11.3,101992.0,,vlinder01
104,2022-09-01,08:40:00,20.1,64,101737,0.0,0.0,65,6.2,12.9,102003.0,,vlinder01
105,2022-09-01,08:45:00,20.4,63,101731,0.0,0.0,75,8.5,16.1,101996.0,,vlinder01
106,2022-09-01,08:50:00,20.5,62,101736,0.0,0.0,65,6.5,12.9,102001.0,,vlinder01
107,2022-09-01,08:55:00,20.6,62,101737,0.0,0.0,55,6.9,11.3,102002.0,,vlinder01
108,2022-09-01,09:00:00,20.8,62,101731,0.0,0.0,75,7.3,14.5,101996.0,,vlinder01
109,2022-09-01,09:05:00,21.1,62,101734,0.0,0.0,65,5.8,11.3,101999.0,,vlinder01
110,2022-09-01,09:10:00,21.4,61,101734,0.0,0.0,55,6.0,11.3,101999.0,,vlinder01
111,2022-09-01,09:15:00,21.8,61,101726,0.0,0.0,85,6.4,12.9,101991.0,,vlinder01
112,2022-09-01,09:20:00,22.1,59,101721,0.0,0.0,85,7.9,14.5,101985.0,,vlinder01
113,2022-09-01,09:25:00,22.1,59,101730,0.0,0.0,45,8.5,14.5,101994.0,,vlinder01
114,2022-09-01,09:30:00,22.0,59,101723,0.0,0.0,65,7.1,14.5,101987.0,,vlinder01
115,2022-09-01,09:35:00,22.0,59,101719,0.0,0.0,45,7.4,14.5,101983.0,,vlinder01
116,2022-09-01,09:40:00,22.2,59,101710,0.0,0.0,45,8.0,12.9,101974.0,,vlinder01
117,2022-09-01,09:45:00,22.4,59,101711,0.0,0.0,65,5.7,12.9,101975.0,,vlinder01
118,2022-09-01,09:50:00,22.6,58,101704,0.0,0.0,55,6.8,14.5,101968.0,,vlinder01
119,2022-09-01,09:55:00,22.7,58,101707,0.0,0.0,45,8.6,14.5,101971.0,,vlinder01
120,2022-09-01,10:00:00,22.8,58,101696,0.0,0.0,45,7.6,14.5,101960.0,,vlinder01
121,2022-09-01,10:05:00,23.0,58,101685,0.0,0.0,45,6.8,12.9,101949.0,,vlinder01
122,2022-09-01,10:10:00,23.2,57,101687,0.0,0.0,45,5.9,11.3,101951.0,,vlinder01
123,2022-09-01,10:15:00,23.4,56,101683,0.0,0.0,85,7.1,11.3,101947.0,,vlinder01
124,2022-09-01,10:20:00,23.6,56,101681,0.0,0.0,65,7.1,16.1,101944.0,,vlinder01
125,2022-09-01,10:25:00,23.9,55,101685,0.0,0.0,55,8.4,14.5,101948.0,,vlinder01
126,2022-09-01,10:30:00,24.1,55,101681,0.0,0.0,65,6.2,11.3,101944.0,,vlinder01
127,2022-09-01,10:35:00,24.1,54,101685,0.0,0.0,65,10.1,19.3,101948.0,,vlinder01
128,2022-09-01,10:40:00,24.2,53,101678,0.0,0.0,65,10.0,16.1,101941.0,,vlinder01
129,2022-09-01,10:45:00,24.2,52,101671,0.0,0.0,65,10.2,22.5,101934.0,,vlinder01
130,2022-09-01,10:50:00,24.1,52,101675,0.0,0.0,85,12.5,19.3,101938.0,,vlinder01
131,2022-09-01,10:55:00,24.1,52,101663,0.0,0.0,95,10.2,17.7,101926.0,,vlinder01
132,2022-09-01,11:00:00,24.2,52,101650,0.0,0.0,95,9.8,16.1,101913.0,,vlinder01
133,2022-09-01,11:05:00,24.2,51,101669,0.0,0.0,75,12.6,20.9,101932.0,,vlinder01
134,2022-09-01,11:10:00,24.3,51,101660,0.0,0.0,115,12.9,19.3,101923.0,,vlinder01
135,2022-09-01,11:15:00,24.5,50,101659,0.0,0.0,105,11.4,17.7,101922.0,,vlinder01
136,2022-09-01,11:20:00,24.5,50,101652,0.0,0.0,105,11.4,17.7,101915.0,,vlinder01
137,2022-09-01,11:25:00,24.7,50,101652,0.0,0.0,95,11.4,20.9,101915.0,,vlinder01
138,2022-09-01,11:30:00,24.9,48,101651,0.0,0.0,45,9.9,17.7,101914.0,,vlinder01
139,2022-09-01,11:35:00,24.8,48,101640,0.0,0.0,65,9.7,19.3,101903.0,,vlinder01
140,2022-09-01,11:40:00,25.0,48,101643,0.0,0.0,65,11.8,20.9,101906.0,,vlinder01
141,2022-09-01,11:45:00,25.1,47,101643,0.0,0.0,95,10.3,16.1,101906.0,,vlinder01
142,2022-09-01,11:50:00,25.1,47,101646,0.0,0.0,95,9.9,19.3,101909.0,,vlinder01
143,2022-09-01,11:55:00,25.2,47,101627,0.0,0.0,55,10.7,20.9,101889.0,,vlinder01
144,2022-09-01,12:00:00,25.2,46,101629,0.0,0.0,45,11.0,19.3,101891.0,,vlinder01
145,2022-09-01,12:05:00,25.3,46,101624,0.0,0.0,95,8.3,16.1,101886.0,,vlinder01
146,2022-09-01,12:10:00,25.3,46,101629,0.0,0.0,45,7.8,16.1,101891.0,,vlinder01
147,2022-09-01,12:15:00,25.3,45,101620,0.0,0.0,55,9.7,17.7,101882.0,,vlinder01
148,2022-09-01,12:20:00,25.2,46,101625,0.0,0.0,65,9.6,16.1,101887.0,,vlinder01
149,2022-09-01,12:25:00,25.3,46,101618,0.0,0.0,55,8.4,16.1,101880.0,,vlinder01
150,2022-09-01,12:30:00,25.6,45,101613,0.0,0.0,105,11.3,17.7,101875.0,,vlinder01
151,2022-09-01,12:35:00,25.3,45,101614,0.0,0.0,115,10.3,17.7,101876.0,,vlinder01
152,2022-09-01,12:40:00,25.1,45,101620,0.0,0.0,105,7.3,12.9,101882.0,,vlinder01
153,2022-09-01,12:45:00,25.3,45,101609,0.0,0.0,85,10.7,17.7,101871.0,,vlinder01
154,2022-09-01,12:50:00,25.5,45,101602,0.0,0.0,105,9.0,16.1,101864.0,,vlinder01
155,2022-09-01,12:55:00,25.8,45,101611,0.0,0.0,95,9.2,17.7,101873.0,,vlinder01
156,2022-09-01,13:00:00,25.8,44,101614,0.0,0.0,75,10.6,20.9,101876.0,,vlinder01
157,2022-09-01,13:05:00,25.6,44,101606,0.0,0.0,55,9.0,14.5,101868.0,,vlinder01
158,2022-09-01,13:10:00,25.3,44,101614,0.0,0.0,75,9.0,16.1,101876.0,,vlinder01
159,2022-09-01,13:15:00,25.0,44,101613,0.0,0.0,95,7.1,14.5,101876.0,,vlinder01
160,2022-09-01,13:20:00,25.1,45,101605,0.0,0.0,115,9.7,22.5,101867.0,,vlinder01
161,2022-09-01,13:25:00,25.6,44,101605,0.0,0.0,105,11.5,25.7,101867.0,,vlinder01
162,2022-09-01,13:30:00,25.8,43,101600,0.0,0.0,75,7.3,14.5,101862.0,,vlinder01
163,2022-09-01,13:35:00,25.7,43,101592,0.0,0.0,95,9.5,17.7,101854.0,,vlinder01
164,2022-09-01,13:40:00,25.6,43,101592,0.0,0.0,65,9.4,19.3,101854.0,,vlinder01
165,2022-09-01,13:45:00,25.7,43,101584,0.0,0.0,45,7.2,16.1,101846.0,,vlinder01
166,2022-09-01,13:50:00,25.8,43,101590,0.0,0.0,45,6.6,14.5,101852.0,,vlinder01
167,2022-09-01,13:55:00,25.7,42,101571,0.0,0.0,65,7.3,14.5,101833.0,,vlinder01
168,2022-09-01,14:00:00,25.6,43,101571,0.0,0.0,65,8.2,16.1,101833.0,,vlinder01
169,2022-09-01,14:05:00,25.8,43,101576,0.0,0.0,105,12.3,20.9,101838.0,,vlinder01
170,2022-09-01,14:10:00,25.6,42,101561,0.0,0.0,115,6.7,12.9,101823.0,,vlinder01
171,2022-09-01,14:15:00,25.6,43,101564,0.0,0.0,45,5.1,11.3,101826.0,,vlinder01
172,2022-09-01,14:20:00,26.0,43,101568,0.0,0.0,35,9.9,16.1,101830.0,,vlinder01
173,2022-09-01,14:25:00,26.0,42,101568,0.0,0.0,95,10.6,20.9,101830.0,,vlinder01
174,2022-09-01,14:30:00,25.7,43,101560,0.0,0.0,95,8.4,17.7,101822.0,,vlinder01
175,2022-09-01,14:35:00,25.7,43,101550,0.0,0.0,125,8.9,14.5,101812.0,,vlinder01
176,2022-09-01,14:40:00,25.7,43,101563,0.0,0.0,5,8.9,0.0,101825.0,,vlinder01
177,2022-09-01,14:45:00,25.4,40,101550,0.0,0.0,85,7.3,12.9,101812.0,,vlinder01
178,2022-09-01,14:50:00,26.0,42,101548,0.0,0.0,65,8.5,16.1,101810.0,,vlinder01
179,2022-09-01,14:55:00,26.1,42,101547,0.0,0.0,85,10.9,20.9,101809.0,,vlinder01
200,2022-09-01,16:40:00,24.6,43,101478,0.0,0.0,45,7.7,12.9,101741.0,,vlinder01
201,2022-09-01,16:45:00,24.6,44,101472,0.0,0.0,45,8.6,16.1,101735.0,,vlinder01
202,2022-09-01,16:50:00,24.5,44,101461,0.0,0.0,45,8.8,16.1,101724.0,,vlinder01
203,2022-09-01,16:55:00,24.3,44,101461,0.0,0.0,45,8.6,14.5,101724.0,,vlinder01
204,2022-09-01,17:00:00,24.2,44,101459,0.0,0.0,45,7.3,14.5,101722.0,,vlinder01
205,2022-09-01,17:05:00,24.2,44,101464,0.0,0.0,45,7.6,12.9,101727.0,,vlinder01
206,2022-09-01,17:10:00,24.0,44,101452,0.0,0.0,45,7.1,12.9,101715.0,,vlinder01
207,2022-09-01,17:15:00,23.9,45,101452,0.0,0.0,45,6.6,12.9,101715.0,,vlinder01
208,2022-09-01,17:20:00,23.8,45,101451,0.0,0.0,45,6.2,11.3,101714.0,,vlinder01
209,2022-09-01,17:25:00,23.7,45,101448,0.0,0.0,45,4.8,11.3,101711.0,,vlinder01
210,2022-09-01,17:30:00,23.6,46,101452,0.0,0.0,45,5.3,11.3,101715.0,,vlinder01
211,2022-09-01,17:35:00,23.5,46,101450,0.0,0.0,45,5.1,9.7,101713.0,,vlinder01
212,2022-09-01,17:40:00,23.4,45,101444,0.0,0.0,55,5.0,8.1,101707.0,,vlinder01
213,2022-09-01,17:45:00,23.3,46,101448,0.0,0.0,45,4.5,8.1,101711.0,,vlinder01
214,2022-09-01,17:50:00,23.2,46,101453,0.0,0.0,45,3.6,6.4,101716.0,,vlinder01
215,2022-09-01,17:55:00,23.0,46,101451,0.0,0.0,45,3.6,8.1,101714.0,,vlinder01
216,2022-09-01,18:00:00,22.9,47,101453,0.0,0.0,45,1.8,4.8,101717.0,,vlinder01
217,2022-09-01,18:05:00,22.8,47,101456,0.0,0.0,45,2.1,4.8,101720.0,,vlinder01
218,2022-09-01,18:10:00,22.6,47,101450,0.0,0.0,45,2.0,4.8,101714.0,,vlinder01
219,2022-09-01,18:15:00,22.4,48,101448,0.0,0.0,45,1.7,4.8,101712.0,,vlinder01
220,2022-09-01,18:20:00,22.2,49,101456,0.0,0.0,45,2.0,3.2,101720.0,,vlinder01
221,2022-09-01,18:25:00,22.0,49,101455,0.0,0.0,45,2.2,4.8,101719.0,,vlinder01
222,2022-09-01,18:30:00,21.8,50,101461,0.0,0.0,45,0.6,3.2,101725.0,,vlinder01
223,2022-09-01,18:35:00,21.5,51,101459,0.0,0.0,45,0.0,0.0,101723.0,,vlinder01
224,2022-09-01,18:40:00,21.0,53,101469,0.0,0.0,45,0.0,0.0,101734.0,,vlinder01
225,2022-09-01,18:45:00,20.3,55,101468,0.0,0.0,45,0.0,0.0,101733.0,,vlinder01
226,2022-09-01,18:50:00,19.8,56,101462,0.0,0.0,45,0.0,0.0,101727.0,,vlinder01
227,2022-09-01,18:55:00,19.3,57,101457,0.0,0.0,45,0.0,0.0,101723.0,,vlinder01
228,2022-09-01,19:00:00,18.8,58,101460,0.0,0.0,45,0.0,0.0,101726.0,,vlinder01
229,2022-09-01,19:05:00,18.4,60,101454,0.0,0.0,45,0.0,0.0,101720.0,,vlinder01
230,2022-09-01,19:10:00,18.1,61,101461,0.0,0.0,45,0.0,0.0,101727.0,,vlinder01
231,2022-09-01,19:15:00,17.8,62,101452,0.0,0.0,45,0.0,0.0,101719.0,,vlinder01
232,2022-09-01,19:20:00,17.5,62,101459,0.0,0.0,45,0.0,0.0,101726.0,,vlinder01
233,2022-09-01,19:25:00,17.4,63,101458,0.0,0.0,45,0.0,0.0,101725.0,,vlinder01
234,2022-09-01,19:30:00,17.2,64,101464,0.0,0.0,45,0.0,0.0,101731.0,,vlinder01
235,2022-09-01,19:35:00,17.0,64,101464,0.0,0.0,45,0.0,0.0,101731.0,,vlinder01
236,2022-09-01,19:40:00,16.8,65,101473,0.0,0.0,45,0.0,0.0,101740.0,,vlinder01
237,2022-09-01,19:45:00,16.6,65,101473,0.0,0.0,45,0.0,0.0,101740.0,,vlinder01
238,2022-09-01,19:50:00,16.4,66,101463,0.0,0.0,45,0.0,0.0,101730.0,,vlinder01
239,2022-09-01,19:55:00,16.2,68,101460,0.0,0.0,45,0.0,0.0,101728.0,,vlinder01
240,2022-09-01,20:00:00,16.1,68,101463,0.0,0.0,45,0.0,0.0,101731.0,,vlinder01
241,2022-09-01,20:05:00,16.0,68,101455,0.0,0.0,45,0.0,0.0,101723.0,,vlinder01
242,2022-09-01,20:10:00,15.9,68,101454,0.0,0.0,45,0.0,1.6,101722.0,,vlinder01
243,2022-09-01,20:15:00,15.9,68,101455,0.0,0.0,45,0.0,0.0,101723.0,,vlinder01
244,2022-09-01,20:20:00,16.1,68,101450,0.0,0.0,45,0.1,1.6,101718.0,,vlinder01
245,2022-09-01,20:25:00,16.2,68,101450,0.0,0.0,45,0.0,0.0,101717.0,,vlinder01
246,2022-09-01,20:30:00,16.2,68,101452,0.0,0.0,45,0.0,0.0,101720.0,,vlinder01
247,2022-09-01,20:35:00,16.1,68,101445,0.0,0.0,45,0.0,0.0,101713.0,,vlinder01
248,2022-09-01,20:40:00,16.0,69,101454,0.0,0.0,45,0.0,0.0,101722.0,,vlinder01
249,2022-09-01,20:45:00,15.9,70,101446,0.0,0.0,45,0.0,0.0,101714.0,,vlinder01
250,2022-09-01,20:50:00,15.8,71,101436,0.0,0.0,45,0.0,0.0,101704.0,,vlinder01
251,2022-09-01,20:55:00,15.6,71,101438,0.0,0.0,45,0.0,0.0,101706.0,,vlinder01
252,2022-09-01,21:00:00,15.5,72,101434,0.0,0.0,45,0.0,0.0,101702.0,,vlinder01
253,2022-09-01,21:05:00,15.3,73,101429,0.0,0.0,45,0.0,0.0,101697.0,,vlinder01
254,2022-09-01,21:10:00,15.2,73,101442,0.0,0.0,45,0.0,0.0,101710.0,,vlinder01
255,2022-09-01,21:15:00,15.1,74,101427,0.0,0.0,45,0.0,0.0,101695.0,,vlinder01
256,2022-09-01,21:20:00,15.0,75,101427,0.0,0.0,45,0.0,0.0,101695.0,,vlinder01
257,2022-09-01,21:25:00,14.8,76,101418,0.0,0.0,45,0.0,0.0,101686.0,,vlinder01
258,2022-09-01,21:30:00,14.7,76,101410,0.0,0.0,45,0.0,0.0,101678.0,,vlinder01
259,2022-09-01,21:35:00,14.6,76,101410,0.0,0.0,45,0.0,0.0,101678.0,,vlinder01
260,2022-09-01,21:40:00,14.5,74,101403,0.0,0.0,45,0.0,0.0,101671.0,,vlinder01
261,2022-09-01,21:45:00,14.5,74,101401,0.0,0.0,45,0.0,0.0,101670.0,,vlinder01
262,2022-09-01,21:50:00,14.5,74,101393,0.0,0.0,45,0.0,0.0,101661.0,,vlinder01
263,2022-09-01,21:55:00,14.4,74,101396,0.0,0.0,45,0.0,0.0,101665.0,,vlinder01
264,2022-09-01,22:00:00,14.4,74,101399,0.0,0.0,45,0.0,0.0,101668.0,,vlinder01
265,2022-09-01,22:05:00,14.3,74,101397,0.0,0.0,45,0.0,0.0,101666.0,,vlinder01
266,2022-09-01,22:10:00,14.3,74,101391,0.0,0.0,45,0.0,0.0,101660.0,,vlinder01
267,2022-09-01,22:15:00,14.4,74,101387,0.0,0.0,45,0.0,0.0,101656.0,,vlinder01
268,2022-09-01,22:20:00,14.4,74,101388,0.0,0.0,45,0.0,0.0,101657.0,,vlinder01
269,2022-09-01,22:25:00,14.4,74,101388,0.0,0.0,45,0.0,0.0,101657.0,,vlinder01
270,2022-09-01,22:30:00,14.3,75,101384,0.0,0.0,45,0.0,0.0,101653.0,,vlinder01
271,2022-09-01,22:35:00,14.2,76,101384,0.0,0.0,45,0.0,0.0,101653.0,,vlinder01
272,2022-09-01,22:40:00,14.0,76,101389,0.0,0.0,45,0.0,0.0,101658.0,,vlinder01
273,2022-09-01,22:45:00,13.8,76,101381,0.0,0.0,45,0.0,0.0,101650.0,,vlinder01
274,2022-09-01,22:50:00,13.6,77,101377,0.0,0.0,45,0.0,0.0,101646.0,,vlinder01
275,2022-09-01,22:55:00,13.4,77,101363,0.0,0.0,45,0.0,0.0,101632.0,,vlinder01
276,2022-09-01,23:00:00,13.2,78,101367,0.0,0.0,45,0.0,0.0,101636.0,,vlinder01
