;datetime;name;temp;radiation_temp;humidity;precip;precip_sum;wind_speed;wind_gust;wind_direction;pressure;pressure_at_sea_level;network;lat;lon;lcz;call_name;location;duplicated_timestamp_label;missing_timestamp_label;gap_timestamp_label
0;2022-10-04 00:00:00;vlinder01;9.3;NaN;93.0;0.0;0.0;0.0;0.0;195.0;102140.0;102413.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
1;2022-10-04 01:00:00;vlinder01;9.1;NaN;95.0;0.0;0.0;0.0;0.0;195.0;102087.0;102360.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5378;2022-10-04 01:10:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;missing timestamp;ok
5404;2022-10-04 01:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
2;2022-10-04 02:00:00;vlinder01;8.9;NaN;94.0;0.0;0.0;3.1;4.8;195.0;102068.0;102341.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5405;2022-10-04 02:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
3;2022-10-04 03:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5406;2022-10-04 03:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
4;2022-10-04 04:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5407;2022-10-04 04:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
5;2022-10-04 05:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5408;2022-10-04 05:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
6;2022-10-04 06:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5409;2022-10-04 06:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
7;2022-10-04 07:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5410;2022-10-04 07:35:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
8;2022-10-04 08:00:00;vlinder01;11.7;NaN;93.0;0.0;0.0;7.3;0.0;5.0;101860.0;102131.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
9;2022-10-04 09:00:00;vlinder01;12.2;NaN;86.0;0.0;0.0;9.8;16.1;215.0;101841.0;102112.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
10;2022-10-04 10:00:00;vlinder01;14.1;NaN;87.0;0.0;0.0;12.6;0.0;5.0;101828.0;102097.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
11;2022-10-04 11:00:00;vlinder01;15.5;NaN;83.0;0.0;0.0;11.3;19.3;235.0;101811.0;102080.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
12;2022-10-04 12:00:00;vlinder01;16.9;NaN;81.0;0.0;0.0;12.6;19.3;195.0;101797.0;102065.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
13;2022-10-04 13:00:00;vlinder01;18.0;NaN;79.0;0.0;0.0;12.4;17.7;215.0;101736.0;102003.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
14;2022-10-04 14:00:00;vlinder01;18.2;NaN;78.0;0.0;0.0;13.6;19.3;185.0;101665.0;101932.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
15;2022-10-04 15:00:00;vlinder01;17.9;NaN;79.0;0.0;0.0;12.8;17.7;195.0;101655.0;101922.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
16;2022-10-04 16:00:00;vlinder01;17.6;NaN;80.0;0.0;0.0;7.5;11.3;215.0;101641.0;101908.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
17;2022-10-04 17:00:00;vlinder01;16.8;NaN;82.0;0.0;0.0;6.9;11.3;185.0;101657.0;101925.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
18;2022-10-04 18:00:00;vlinder01;16.3;NaN;85.0;0.0;0.0;2.3;4.8;235.0;101681.0;101949.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
19;2022-10-04 19:00:00;vlinder01;15.8;NaN;86.0;0.0;0.0;5.3;11.3;195.0;101658.0;101926.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
20;2022-10-04 20:00:00;vlinder01;15.4;NaN;88.0;0.0;0.0;6.3;11.3;195.0;101631.0;101899.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
21;2022-10-04 21:00:00;vlinder01;15.5;NaN;87.0;0.0;0.0;3.7;8.1;215.0;101646.0;101914.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
22;2022-10-04 22:00:00;vlinder01;15.2;NaN;89.0;0.0;0.0;2.8;4.8;195.0;101655.0;101924.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
23;2022-10-04 23:00:00;vlinder01;15.2;NaN;89.0;0.0;0.0;4.6;8.1;205.0;101600.0;101868.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
24;2022-10-05 00:00:00;vlinder01;15.2;NaN;88.0;0.0;0.0;8.0;16.1;205.0;101587.0;101855.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
25;2022-10-05 01:00:00;vlinder01;15.3;NaN;87.0;0.0;0.0;11.4;17.7;215.0;101517.0;101785.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
26;2022-10-05 02:00:00;vlinder01;15.2;NaN;86.0;0.0;0.0;8.0;16.1;215.0;101469.0;101737.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
27;2022-10-05 03:00:00;vlinder01;15.1;NaN;84.0;0.0;0.0;12.9;20.9;235.0;101416.0;101684.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
28;2022-10-05 04:00:00;vlinder01;15.1;NaN;84.0;0.0;0.0;7.2;11.3;215.0;101382.0;101650.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
29;2022-10-05 05:00:00;vlinder01;14.9;NaN;85.0;0.0;0.0;8.8;16.1;185.0;101318.0;101586.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
30;2022-10-05 06:00:00;vlinder01;15.4;NaN;82.0;0.0;0.0;11.1;17.7;225.0;101299.0;101567.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
31;2022-10-05 07:00:00;vlinder01;15.3;NaN;85.0;0.0;0.0;12.8;20.9;215.0;101329.0;101597.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
32;2022-10-05 08:00:00;vlinder01;15.5;NaN;85.0;0.0;0.0;11.9;22.5;225.0;101307.0;101575.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
33;2022-10-05 09:00:00;vlinder01;15.9;NaN;85.0;0.0;0.0;14.0;20.9;215.0;101281.0;101548.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
34;2022-10-05 10:00:00;vlinder01;16.8;NaN;82.0;0.0;0.0;18.8;32.2;225.0;101248.0;101515.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
35;2022-10-05 11:00:00;vlinder01;17.1;NaN;82.0;0.0;0.0;14.3;22.5;225.0;101218.0;101485.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
36;2022-10-05 12:00:00;vlinder01;17.4;NaN;78.0;0.0;0.0;15.8;27.4;235.0;101204.0;101470.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
37;2022-10-05 13:00:00;vlinder01;17.1;NaN;81.0;0.0;0.0;17.9;29.0;215.0;101197.0;101464.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
38;2022-10-05 14:00:00;vlinder01;17.1;NaN;79.0;0.0;0.0;14.2;24.1;225.0;101237.0;101504.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
39;2022-10-05 15:00:00;vlinder01;17.3;NaN;80.0;0.0;0.0;15.0;27.4;225.0;101212.0;101478.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
40;2022-10-05 16:00:00;vlinder01;17.6;NaN;80.0;0.0;0.0;16.9;27.4;205.0;101242.0;101508.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
41;2022-10-05 17:00:00;vlinder01;17.7;NaN;80.0;0.0;0.0;16.5;22.5;195.0;101269.0;101535.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
42;2022-10-05 18:00:00;vlinder01;18.2;NaN;80.0;0.0;0.0;16.0;27.4;235.0;101367.0;101633.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
43;2022-10-05 19:00:00;vlinder01;15.7;NaN;89.0;0.0;1.0;10.9;19.3;245.0;101490.0;101758.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
44;2022-10-05 20:00:00;vlinder01;16.1;NaN;90.0;0.0;1.0;13.7;25.7;245.0;101620.0;101888.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
45;2022-10-05 21:00:00;vlinder01;15.9;NaN;85.0;0.0;1.0;11.1;19.3;255.0;101766.0;102034.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
46;2022-10-05 22:00:00;vlinder01;14.8;NaN;83.0;0.0;1.0;8.8;14.5;255.0;101895.0;102164.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
47;2022-10-05 23:00:00;vlinder01;13.9;NaN;84.0;0.0;1.0;11.9;22.5;245.0;102008.0;102278.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
48;2022-10-06 00:00:00;vlinder01;12.9;NaN;79.0;0.0;0.0;7.6;12.9;245.0;102118.0;102389.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
49;2022-10-06 01:00:00;vlinder01;12.1;NaN;81.0;0.0;0.0;9.5;17.7;235.0;102223.0;102494.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
50;2022-10-06 02:00:00;vlinder01;11.5;NaN;82.0;0.0;0.0;6.5;12.9;245.0;102301.0;102573.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
51;2022-10-06 03:00:00;vlinder01;10.8;NaN;84.0;0.0;0.0;7.0;11.3;225.0;102368.0;102641.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
52;2022-10-06 04:00:00;vlinder01;10.3;NaN;86.0;0.0;0.0;7.4;11.3;235.0;102429.0;102702.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
53;2022-10-06 05:00:00;vlinder01;9.8;NaN;87.0;0.0;0.0;5.9;9.7;235.0;102533.0;102806.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
54;2022-10-06 06:00:00;vlinder01;9.4;NaN;89.0;0.0;0.0;6.4;9.7;225.0;102595.0;102869.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
55;2022-10-06 07:00:00;vlinder01;10.0;NaN;88.0;0.0;0.0;5.8;12.9;245.0;102664.0;102938.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
56;2022-10-06 08:00:00;vlinder01;11.7;NaN;85.0;0.0;0.0;6.7;11.3;235.0;102757.0;103030.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
57;2022-10-06 09:00:00;vlinder01;13.4;NaN;81.0;0.0;0.0;6.5;12.9;245.0;102820.0;103092.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
58;2022-10-06 10:00:00;vlinder01;14.5;NaN;76.0;0.0;0.0;11.7;17.7;235.0;102876.0;103147.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
59;2022-10-06 11:00:00;vlinder01;15.4;NaN;67.0;0.0;0.0;9.0;20.9;235.0;102888.0;103159.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
60;2022-10-06 12:00:00;vlinder01;16.2;NaN;63.0;0.0;0.0;10.2;19.3;245.0;102869.0;103139.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
61;2022-10-06 13:00:00;vlinder01;17.0;NaN;66.0;0.0;0.0;8.6;16.1;245.0;102824.0;103093.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
62;2022-10-06 14:00:00;vlinder01;16.6;NaN;67.0;0.0;0.0;7.3;12.9;255.0;102781.0;103051.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
63;2022-10-06 15:00:00;vlinder01;17.2;NaN;66.0;0.0;0.0;5.2;8.1;245.0;102774.0;103043.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
64;2022-10-06 16:00:00;vlinder01;16.9;NaN;66.0;0.0;0.0;4.9;9.7;245.0;102732.0;103001.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5411;2022-10-06 16:50:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
65;2022-10-06 17:00:00;vlinder01;15.8;NaN;72.0;0.0;0.0;2.3;3.2;225.0;102702.0;102972.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5412;2022-10-06 17:50:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
66;2022-10-06 18:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5413;2022-10-06 18:50:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
67;2022-10-06 19:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5414;2022-10-06 19:50:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
68;2022-10-06 20:00:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
5415;2022-10-06 20:50:00;vlinder01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;NaN;NaN;missing timestamp (gap)
69;2022-10-06 21:00:00;vlinder01;10.9;NaN;83.0;0.0;0.0;1.8;4.8;215.0;102700.0;102973.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
70;2022-10-06 22:00:00;vlinder01;10.5;NaN;84.0;0.0;0.0;1.5;4.8;225.0;102667.0;102940.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
71;2022-10-06 23:00:00;vlinder01;10.8;NaN;84.0;0.0;0.0;4.6;6.4;215.0;102615.0;102888.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
72;2022-10-07 00:00:00;vlinder01;10.3;NaN;87.0;0.0;0.0;6.1;8.1;185.0;102557.0;102830.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
73;2022-10-07 01:00:00;vlinder01;10.0;NaN;89.0;0.0;0.0;6.1;8.1;195.0;102499.0;102772.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
74;2022-10-07 02:00:00;vlinder01;10.0;NaN;90.0;0.0;0.0;7.2;11.3;175.0;102414.0;102687.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
75;2022-10-07 03:00:00;vlinder01;9.3;NaN;90.0;0.0;0.0;4.9;6.4;175.0;102346.0;102619.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
76;2022-10-07 04:00:00;vlinder01;8.8;NaN;91.0;0.0;0.0;3.6;6.4;205.0;102307.0;102581.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
77;2022-10-07 05:00:00;vlinder01;9.0;NaN;91.0;0.0;0.0;5.2;9.7;195.0;102280.0;102554.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
78;2022-10-07 06:00:00;vlinder01;9.0;NaN;90.0;0.0;0.0;6.6;9.7;175.0;102243.0;102517.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
79;2022-10-07 07:00:00;vlinder01;9.9;NaN;89.0;0.0;0.0;7.9;12.9;185.0;102222.0;102495.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
80;2022-10-07 08:00:00;vlinder01;11.6;NaN;86.0;0.0;0.0;8.0;14.5;195.0;102223.0;102495.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
81;2022-10-07 09:00:00;vlinder01;13.5;NaN;82.0;0.0;0.0;10.5;17.7;225.0;102181.0;102452.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
82;2022-10-07 10:00:00;vlinder01;15.1;NaN;77.0;0.0;0.0;11.4;20.9;215.0;102133.0;102402.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
83;2022-10-07 11:00:00;vlinder01;16.0;NaN;74.0;0.0;0.0;13.4;24.1;225.0;102046.0;102315.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
84;2022-10-07 12:00:00;vlinder01;16.6;NaN;72.0;0.0;0.0;14.1;22.5;205.0;101963.0;102231.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
85;2022-10-07 13:00:00;vlinder01;17.4;NaN;69.0;0.0;0.0;13.2;22.5;205.0;101869.0;102137.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
86;2022-10-07 14:00:00;vlinder01;17.6;NaN;68.0;0.0;0.0;14.1;20.9;235.0;101796.0;102063.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
87;2022-10-07 15:00:00;vlinder01;17.2;NaN;68.0;0.0;0.0;11.5;16.1;215.0;101718.0;101985.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
88;2022-10-07 16:00:00;vlinder01;16.5;NaN;70.0;0.0;0.0;9.7;16.1;205.0;101669.0;101937.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
89;2022-10-07 17:00:00;vlinder01;15.2;NaN;75.0;0.0;0.0;5.7;8.1;195.0;101656.0;101925.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
90;2022-10-07 18:00:00;vlinder01;14.0;NaN;79.0;0.0;0.0;4.4;6.4;235.0;101656.0;101925.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
91;2022-10-07 19:00:00;vlinder01;13.3;NaN;82.0;0.0;0.0;4.1;6.4;205.0;101649.0;101919.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
92;2022-10-07 20:00:00;vlinder01;13.2;NaN;81.0;0.0;0.0;5.6;9.7;205.0;101611.0;101881.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
93;2022-10-07 21:00:00;vlinder01;12.8;NaN;83.0;0.0;0.0;6.8;9.7;225.0;101606.0;101876.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
94;2022-10-07 22:00:00;vlinder01;12.8;NaN;83.0;0.0;0.0;6.5;9.7;215.0;101566.0;101836.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
95;2022-10-07 23:00:00;vlinder01;12.9;NaN;84.0;0.0;0.0;9.1;12.9;235.0;101530.0;101800.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
96;2022-10-08 00:00:00;vlinder01;13.2;NaN;85.0;0.0;0.0;10.9;16.1;245.0;101505.0;101774.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
97;2022-10-08 01:00:00;vlinder01;12.9;NaN;88.0;0.0;0.0;8.3;12.9;255.0;101534.0;101804.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
98;2022-10-08 02:00:00;vlinder01;12.3;NaN;93.0;0.0;0.0;6.4;11.3;255.0;101558.0;101828.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
99;2022-10-08 03:00:00;vlinder01;12.2;NaN;93.0;0.0;0.0;3.8;6.4;285.0;101581.0;101851.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
100;2022-10-08 04:00:00;vlinder01;11.4;NaN;94.0;0.0;0.0;2.8;6.4;255.0;101640.0;101911.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
101;2022-10-08 05:00:00;vlinder01;11.2;NaN;95.0;0.0;0.0;3.6;6.4;265.0;101695.0;101966.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
102;2022-10-08 06:00:00;vlinder01;10.7;NaN;95.0;0.0;0.0;3.0;6.4;265.0;101763.0;102035.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
103;2022-10-08 07:00:00;vlinder01;10.8;NaN;95.0;0.0;0.0;4.4;8.1;285.0;101883.0;102155.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
104;2022-10-08 08:00:00;vlinder01;12.0;NaN;91.0;0.0;0.0;6.4;12.9;285.0;101985.0;102256.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
105;2022-10-08 09:00:00;vlinder01;12.5;NaN;87.0;0.0;0.0;9.1;14.5;285.0;102001.0;102272.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
106;2022-10-08 10:00:00;vlinder01;14.3;NaN;75.0;0.0;0.0;11.9;19.3;325.0;102105.0;102375.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
107;2022-10-08 11:00:00;vlinder01;14.6;NaN;70.0;0.0;0.0;16.4;22.5;335.0;102150.0;102420.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
108;2022-10-08 12:00:00;vlinder01;15.5;NaN;66.0;0.0;0.0;11.6;19.3;315.0;102156.0;102425.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
109;2022-10-08 13:00:00;vlinder01;14.5;NaN;70.0;0.0;0.0;7.4;11.3;295.0;102141.0;102411.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
110;2022-10-08 14:00:00;vlinder01;15.0;NaN;68.0;0.0;0.0;13.2;20.9;335.0;102170.0;102440.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
111;2022-10-08 15:00:00;vlinder01;14.9;NaN;67.0;0.0;0.0;9.6;12.9;335.0;102185.0;102455.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
112;2022-10-08 16:00:00;vlinder01;14.7;NaN;69.0;0.0;0.0;4.9;8.1;315.0;102188.0;102458.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
113;2022-10-08 17:00:00;vlinder01;13.6;NaN;72.0;0.0;0.0;2.5;3.2;305.0;102237.0;102508.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
114;2022-10-08 18:00:00;vlinder01;10.1;NaN;84.0;0.0;0.0;0.0;0.0;305.0;102294.0;102567.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
115;2022-10-08 19:00:00;vlinder01;8.3;NaN;90.0;0.0;0.0;0.0;0.0;305.0;102339.0;102613.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
116;2022-10-08 20:00:00;vlinder01;7.5;NaN;93.0;0.0;0.0;0.0;0.0;305.0;102356.0;102631.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
117;2022-10-08 21:00:00;vlinder01;6.2;NaN;94.0;0.0;0.0;0.0;0.0;305.0;102378.0;102654.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
118;2022-10-08 22:00:00;vlinder01;5.5;NaN;94.0;0.0;0.0;0.0;0.0;305.0;102359.0;102635.0;Vlinder;50.980438;3.815763;NaN;Proefhoeve;Melle;ok;ok;ok
