;datetime;name;temp;radiation_temp;humidity;precip;precip_sum;wind_speed;wind_gust;wind_direction;pressure;pressure_at_sea_level;network;lat;lon;lcz;call_name;location;duplicated_timestamp_label;missing_timestamp_label;gap_timestamp_label
3046;2022-10-10 22:00:00;vlinder16;10.5;NaN;86.0;0.0;0.0;0.0;0.0;265.0;102621.0;102539.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3047;2022-10-10 23:00:00;vlinder16;9.7;NaN;88.0;0.0;0.0;0.2;3.2;315.0;102641.0;102559.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3048;2022-10-11 00:00:00;vlinder16;9.5;NaN;88.0;0.0;0.0;0.0;0.0;255.0;102656.0;102574.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3049;2022-10-11 01:00:00;vlinder16;9.5;NaN;89.0;0.0;0.0;0.2;1.6;235.0;102697.0;102615.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3050;2022-10-11 02:00:00;vlinder16;9.3;NaN;90.0;0.0;0.0;3.3;6.4;265.0;102705.0;102623.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3051;2022-10-11 03:00:00;vlinder16;8.4;NaN;90.0;0.0;0.0;0.0;0.0;255.0;102719.0;102638.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3052;2022-10-11 04:00:00;vlinder16;8.4;NaN;90.0;0.0;0.0;0.3;1.6;235.0;102744.0;102663.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3053;2022-10-11 05:00:00;vlinder16;9.2;NaN;91.0;0.0;0.0;2.7;6.4;225.0;102771.0;102690.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3054;2022-10-11 06:00:00;vlinder16;8.0;NaN;92.0;0.0;0.0;3.7;6.4;215.0;102819.0;102738.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3055;2022-10-11 07:00:00;vlinder16;8.8;NaN;92.0;0.0;0.0;2.6;4.8;195.0;102865.0;102784.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3056;2022-10-11 08:00:00;vlinder16;10.6;NaN;89.0;0.0;0.0;2.2;4.8;215.0;102905.0;102823.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3057;2022-10-11 09:00:00;vlinder16;13.0;NaN;79.0;0.0;0.0;3.2;6.4;195.0;102937.0;102854.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3058;2022-10-11 10:00:00;vlinder16;14.9;NaN;69.0;0.0;0.0;3.2;8.1;5.0;102923.0;102839.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3059;2022-10-11 11:00:00;vlinder16;16.3;NaN;63.0;0.0;0.0;1.0;3.2;5.0;102916.0;102832.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3060;2022-10-11 12:00:00;vlinder16;17.1;NaN;56.0;0.0;0.0;2.4;6.4;5.0;102868.0;102783.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3061;2022-10-11 13:00:00;vlinder16;16.5;NaN;58.0;0.0;0.0;2.4;4.8;145.0;102828.0;102743.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3062;2022-10-11 14:00:00;vlinder16;16.8;NaN;56.0;0.0;0.0;1.5;4.8;5.0;102797.0;102712.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3063;2022-10-11 15:00:00;vlinder16;17.2;NaN;56.0;0.0;0.0;3.0;8.1;5.0;102756.0;102671.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3064;2022-10-11 16:00:00;vlinder16;16.5;NaN;56.0;0.0;0.0;4.0;9.7;5.0;102715.0;102630.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3065;2022-10-11 17:00:00;vlinder16;14.8;NaN;61.0;0.0;0.0;2.7;6.4;5.0;102721.0;102637.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3066;2022-10-11 18:00:00;vlinder16;14.1;NaN;64.0;0.0;0.0;0.0;0.0;295.0;102731.0;102647.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3067;2022-10-11 19:00:00;vlinder16;13.2;NaN;69.0;0.0;0.0;2.5;4.8;325.0;102717.0;102634.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3068;2022-10-11 20:00:00;vlinder16;12.6;NaN;74.0;0.0;0.0;2.2;4.8;265.0;102722.0;102639.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3069;2022-10-11 21:00:00;vlinder16;12.2;NaN;79.0;0.0;0.0;1.8;4.8;215.0;102740.0;102657.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3070;2022-10-11 22:00:00;vlinder16;11.1;NaN;78.0;0.0;0.0;0.0;0.0;215.0;102717.0;102635.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3071;2022-10-11 23:00:00;vlinder16;10.9;NaN;82.0;0.0;0.0;0.9;3.2;195.0;102687.0;102605.0;Vlinder;51.26685;4.293436;NaN;Haven;Beveren;ok;ok;ok
3072;2022-10-04 00:00:00;vlinder17;8.2;NaN;94.0;0.0;0.0;0.0;0.0;175.0;101568.0;102446.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3073;2022-10-04 01:00:00;vlinder17;9.4;NaN;94.0;0.0;0.0;0.0;0.0;185.0;101534.0;102407.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3074;2022-10-04 02:00:00;vlinder17;8.7;NaN;94.0;0.0;0.0;0.0;0.0;185.0;101506.0;102381.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3075;2022-10-04 03:00:00;vlinder17;8.4;NaN;94.0;0.0;0.0;0.0;0.0;185.0;101453.0;102329.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3076;2022-10-04 04:00:00;vlinder17;7.8;NaN;94.0;0.0;0.0;0.2;3.2;185.0;101380.0;102257.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3077;2022-10-04 05:00:00;vlinder17;7.3;NaN;94.0;0.0;0.0;0.0;0.0;185.0;101359.0;102238.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3078;2022-10-04 06:00:00;vlinder17;7.1;NaN;94.0;0.0;0.0;0.0;0.0;185.0;101314.0;102193.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3079;2022-10-04 07:00:00;vlinder17;7.9;NaN;95.0;0.0;0.0;0.0;0.0;185.0;101353.0;102230.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3080;2022-10-04 08:00:00;vlinder17;9.9;NaN;94.0;0.0;0.0;1.9;6.4;235.0;101337.0;102207.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3081;2022-10-04 09:00:00;vlinder17;13.2;NaN;83.0;0.0;0.0;6.4;14.5;165.0;101323.0;102181.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3082;2022-10-04 10:00:00;vlinder17;15.5;NaN;74.0;0.0;0.0;5.8;12.9;245.0;101291.0;102141.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3083;2022-10-04 11:00:00;vlinder17;16.8;NaN;69.0;0.0;0.0;4.9;11.3;205.0;101254.0;102099.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3084;2022-10-04 12:00:00;vlinder17;17.6;NaN;66.0;0.0;0.0;5.8;16.1;195.0;101213.0;102055.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3085;2022-10-04 13:00:00;vlinder17;18.3;NaN;65.0;0.0;0.0;6.5;12.9;285.0;101195.0;102034.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3086;2022-10-04 14:00:00;vlinder17;18.9;NaN;61.0;0.0;0.0;7.5;17.7;255.0;101130.0;101967.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3087;2022-10-04 15:00:00;vlinder17;18.7;NaN;64.0;0.0;0.0;6.1;11.3;265.0;101084.0;101921.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3088;2022-10-04 16:00:00;vlinder17;17.7;NaN;68.0;0.0;0.0;1.6;4.8;205.0;101075.0;101915.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3089;2022-10-04 17:00:00;vlinder17;16.3;NaN;74.0;0.0;0.0;0.0;0.0;225.0;101070.0;101915.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3090;2022-10-04 18:00:00;vlinder17;13.9;NaN;82.0;0.0;0.0;0.0;0.0;225.0;101139.0;101993.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3091;2022-10-04 19:00:00;vlinder17;13.1;NaN;85.0;0.0;0.0;0.2;3.2;165.0;101116.0;101972.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3092;2022-10-04 20:00:00;vlinder17;12.3;NaN;88.0;0.0;0.0;0.0;0.0;175.0;101132.0;101991.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3093;2022-10-04 21:00:00;vlinder17;11.9;NaN;90.0;0.0;0.0;0.1;3.2;185.0;101114.0;101974.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3094;2022-10-04 22:00:00;vlinder17;11.7;NaN;91.0;0.0;0.0;0.2;3.2;185.0;101107.0;101968.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3095;2022-10-04 23:00:00;vlinder17;12.4;NaN;90.0;0.0;0.0;0.1;1.6;265.0;101107.0;101966.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3096;2022-10-05 00:00:00;vlinder17;12.1;NaN;91.0;0.0;0.0;0.0;0.0;195.0;101040.0;101899.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3097;2022-10-05 01:00:00;vlinder17;12.1;NaN;91.0;0.0;0.0;0.0;0.0;235.0;101008.0;101866.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3098;2022-10-05 02:00:00;vlinder17;13.0;NaN;90.0;0.0;0.0;3.1;9.7;235.0;100964.0;101819.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3099;2022-10-05 03:00:00;vlinder17;13.3;NaN;88.0;0.0;0.0;3.1;8.1;275.0;100911.0;101764.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3100;2022-10-05 04:00:00;vlinder17;12.5;NaN;90.0;0.0;0.0;2.4;6.4;245.0;100874.0;101730.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3101;2022-10-05 05:00:00;vlinder17;13.4;NaN;88.0;0.0;0.0;3.3;11.3;205.0;100869.0;101722.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3102;2022-10-05 06:00:00;vlinder17;14.0;NaN;85.0;0.0;0.0;5.2;12.9;285.0;100846.0;101696.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3103;2022-10-05 07:00:00;vlinder17;14.2;NaN;85.0;0.0;0.0;4.8;12.9;235.0;100827.0;101676.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3104;2022-10-05 08:00:00;vlinder17;15.2;NaN;82.0;0.0;0.0;6.0;12.9;235.0;100834.0;101680.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3105;2022-10-05 09:00:00;vlinder17;16.2;NaN;79.0;0.0;0.0;6.5;16.1;195.0;100801.0;101643.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3106;2022-10-05 10:00:00;vlinder17;17.0;NaN;77.0;0.0;0.0;7.7;17.7;225.0;100789.0;101629.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3107;2022-10-05 11:00:00;vlinder17;18.9;NaN;73.0;0.0;0.0;8.5;17.7;185.0;100725.0;101558.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3108;2022-10-05 12:00:00;vlinder17;19.5;NaN;72.0;0.0;0.0;12.7;33.8;235.0;100655.0;101485.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3109;2022-10-05 13:00:00;vlinder17;20.6;NaN;69.0;0.0;0.0;11.1;24.1;185.0;100560.0;101385.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3110;2022-10-05 14:00:00;vlinder17;20.7;NaN;67.0;0.0;0.0;12.0;29.0;235.0;100575.0;101400.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3111;2022-10-05 15:00:00;vlinder17;19.7;NaN;70.0;0.0;0.0;10.8;24.1;275.0;100638.0;101467.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3112;2022-10-05 16:00:00;vlinder17;17.9;NaN;70.0;0.0;0.0;10.5;20.9;275.0;100768.0;101604.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3113;2022-10-05 17:00:00;vlinder17;17.5;NaN;73.0;0.0;0.0;3.8;9.7;275.0;100778.0;101616.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3114;2022-10-05 18:00:00;vlinder17;17.9;NaN;73.0;0.0;0.0;7.3;14.5;225.0;100846.0;101683.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3115;2022-10-05 19:00:00;vlinder17;18.0;NaN;74.0;0.0;0.0;6.7;17.7;215.0;100882.0;101719.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3116;2022-10-05 20:00:00;vlinder17;18.0;NaN;76.0;0.0;0.0;10.8;24.1;285.0;100926.0;101764.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3117;2022-10-05 21:00:00;vlinder17;15.3;NaN;88.0;0.0;0.2;9.7;17.7;275.0;101096.0;101944.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3118;2022-10-05 22:00:00;vlinder17;16.0;NaN;82.0;0.0;0.2;8.1;22.5;275.0;101178.0;102025.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3119;2022-10-05 23:00:00;vlinder17;15.6;NaN;81.0;0.0;0.2;8.7;14.5;275.0;101307.0;102156.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3120;2022-10-06 00:00:00;vlinder17;14.7;NaN;83.0;0.0;0.0;8.7;14.5;275.0;101419.0;102273.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3121;2022-10-06 01:00:00;vlinder17;13.7;NaN;83.0;0.0;0.0;5.5;11.3;275.0;101540.0;102398.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3122;2022-10-06 02:00:00;vlinder17;12.9;NaN;82.0;0.0;0.0;7.6;14.5;275.0;101620.0;102482.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3123;2022-10-06 03:00:00;vlinder17;12.1;NaN;79.0;0.0;0.0;7.9;14.5;265.0;101704.0;102569.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3124;2022-10-06 04:00:00;vlinder17;11.1;NaN;83.0;0.0;0.0;5.1;9.7;255.0;101809.0;102679.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3125;2022-10-06 05:00:00;vlinder17;10.5;NaN;84.0;0.0;0.0;4.0;8.1;285.0;101889.0;102762.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3126;2022-10-06 06:00:00;vlinder17;10.2;NaN;85.0;0.0;0.0;5.2;11.3;275.0;101981.0;102856.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3127;2022-10-06 07:00:00;vlinder17;10.7;NaN;85.0;0.0;0.0;5.1;9.7;265.0;102052.0;102925.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3128;2022-10-06 08:00:00;vlinder17;12.4;NaN;80.0;0.0;0.0;8.6;16.1;275.0;102137.0;103005.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3129;2022-10-06 09:00:00;vlinder17;14.0;NaN;75.0;0.0;0.0;7.6;12.9;295.0;102181.0;103044.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3130;2022-10-06 10:00:00;vlinder17;15.4;NaN;68.0;0.0;0.0;7.6;19.3;275.0;102225.0;103084.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3131;2022-10-06 11:00:00;vlinder17;15.8;NaN;63.0;0.0;0.0;8.4;17.7;285.0;102241.0;103099.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3132;2022-10-06 12:00:00;vlinder17;16.5;NaN;57.0;0.0;0.0;7.1;16.1;275.0;102235.0;103090.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3133;2022-10-06 13:00:00;vlinder17;17.2;NaN;52.0;0.0;0.0;7.2;12.9;245.0;102211.0;103064.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3134;2022-10-06 14:00:00;vlinder17;17.6;NaN;53.0;0.0;0.0;5.3;14.5;235.0;102183.0;103034.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3135;2022-10-06 15:00:00;vlinder17;17.2;NaN;53.0;0.0;0.0;5.0;9.7;265.0;102169.0;103021.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3136;2022-10-06 16:00:00;vlinder17;16.6;NaN;57.0;0.0;0.0;7.2;14.5;285.0;102161.0;103015.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3137;2022-10-06 17:00:00;vlinder17;14.7;NaN;64.0;0.0;0.0;0.0;1.6;265.0;102155.0;103016.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3138;2022-10-06 18:00:00;vlinder17;10.5;NaN;80.0;0.0;0.0;0.0;0.0;265.0;102169.0;103044.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3139;2022-10-06 19:00:00;vlinder17;8.4;NaN;89.0;0.0;0.0;0.0;0.0;265.0;102162.0;103045.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3140;2022-10-06 20:00:00;vlinder17;7.7;NaN;91.0;0.0;0.0;0.0;0.0;265.0;102161.0;103046.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3141;2022-10-06 21:00:00;vlinder17;8.0;NaN;92.0;0.0;0.0;0.0;0.0;255.0;102152.0;103036.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3142;2022-10-06 22:00:00;vlinder17;7.7;NaN;92.0;0.0;0.0;0.5;3.2;175.0;102115.0;103000.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3143;2022-10-06 23:00:00;vlinder17;7.7;NaN;92.0;0.0;0.0;0.2;1.6;205.0;102075.0;102960.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3144;2022-10-07 00:00:00;vlinder17;7.2;NaN;91.0;0.0;0.0;0.0;0.0;205.0;102021.0;102907.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3145;2022-10-07 01:00:00;vlinder17;6.8;NaN;92.0;0.0;0.0;0.0;0.0;195.0;101984.0;102871.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3146;2022-10-07 02:00:00;vlinder17;6.2;NaN;92.0;0.0;0.0;0.1;1.6;195.0;101912.0;102800.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3147;2022-10-07 03:00:00;vlinder17;5.9;NaN;93.0;0.0;0.0;0.6;3.2;145.0;101844.0;102733.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3148;2022-10-07 04:00:00;vlinder17;5.9;NaN;94.0;0.0;0.0;0.0;0.0;145.0;101802.0;102691.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3149;2022-10-07 05:00:00;vlinder17;6.4;NaN;94.0;0.0;0.0;0.1;1.6;145.0;101767.0;102653.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3150;2022-10-07 06:00:00;vlinder17;6.6;NaN;94.0;0.0;0.0;0.2;3.2;185.0;101726.0;102611.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3151;2022-10-07 07:00:00;vlinder17;7.3;NaN;94.0;0.0;0.0;0.6;3.2;205.0;101725.0;102608.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3152;2022-10-07 08:00:00;vlinder17;10.2;NaN;88.0;0.0;0.0;2.2;8.1;205.0;101707.0;102579.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3153;2022-10-07 09:00:00;vlinder17;13.8;NaN;77.0;0.0;0.0;4.8;9.7;175.0;101657.0;102516.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3154;2022-10-07 10:00:00;vlinder17;15.9;NaN;69.0;0.0;0.0;8.1;17.7;285.0;101562.0;102413.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3155;2022-10-07 11:00:00;vlinder17;16.9;NaN;65.0;0.0;0.0;5.5;11.3;255.0;101512.0;102359.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3156;2022-10-07 12:00:00;vlinder17;17.7;NaN;60.0;0.0;0.0;8.2;16.1;255.0;101414.0;102257.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3157;2022-10-07 13:00:00;vlinder17;17.6;NaN;60.0;0.0;0.0;6.8;16.1;225.0;101306.0;102148.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3158;2022-10-07 14:00:00;vlinder17;18.2;NaN;58.0;0.0;0.0;7.1;14.5;255.0;101213.0;102053.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3159;2022-10-07 15:00:00;vlinder17;17.8;NaN;59.0;0.0;0.0;6.6;14.5;235.0;101141.0;101981.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3160;2022-10-07 16:00:00;vlinder17;17.2;NaN;62.0;0.0;0.0;2.7;8.1;265.0;101084.0;101926.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3161;2022-10-07 17:00:00;vlinder17;15.5;NaN;69.0;0.0;0.0;0.0;0.0;255.0;101055.0;101902.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3162;2022-10-07 18:00:00;vlinder17;11.2;NaN;83.0;0.0;0.0;0.0;0.0;255.0;101087.0;101950.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3163;2022-10-07 19:00:00;vlinder17;9.3;NaN;89.0;0.0;0.0;0.0;0.0;255.0;101101.0;101970.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3164;2022-10-07 20:00:00;vlinder17;10.2;NaN;88.0;0.0;0.0;0.0;1.6;255.0;101069.0;101935.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3165;2022-10-07 21:00:00;vlinder17;11.3;NaN;83.0;0.0;0.0;0.7;3.2;215.0;101041.0;101902.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3166;2022-10-07 22:00:00;vlinder17;10.7;NaN;85.0;0.0;0.0;0.1;1.6;185.0;101015.0;101878.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3167;2022-10-07 23:00:00;vlinder17;11.7;NaN;80.0;0.0;0.0;3.7;8.1;275.0;100998.0;101858.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3168;2022-10-08 00:00:00;vlinder17;11.1;NaN;82.0;0.0;0.0;2.3;6.4;225.0;100967.0;101828.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3169;2022-10-08 01:00:00;vlinder17;11.7;NaN;82.0;0.0;0.0;5.7;14.5;265.0;100939.0;101798.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3170;2022-10-08 02:00:00;vlinder17;12.3;NaN;82.0;0.0;0.0;6.1;14.5;275.0;100912.0;101769.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3171;2022-10-08 03:00:00;vlinder17;12.4;NaN;87.0;0.0;0.0;6.5;19.3;285.0;100942.0;101799.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3172;2022-10-08 04:00:00;vlinder17;11.2;NaN;93.0;0.0;1.0;2.2;4.8;275.0;100989.0;101851.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3173;2022-10-08 05:00:00;vlinder17;11.2;NaN;94.0;0.0;1.2;2.1;6.4;315.0;101017.0;101879.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3174;2022-10-08 06:00:00;vlinder17;11.5;NaN;94.0;0.0;1.2;5.3;11.3;265.0;101068.0;101929.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
3175;2022-10-08 07:00:00;vlinder17;11.5;NaN;94.0;0.0;1.2;5.3;14.5;275.0;101167.0;102029.0;Vlinder;51.065269;5.613458;NaN;Oudsberg;Oudsbergen;ok;ok;ok
